GameId,Date,HomeTeamId,AwayTeamId,HomePoints,AwayPoints,HomePossessions,AwayPossessions,HomeTeamAbbreviation,AwayTeamAbbreviation,season_type,season,winner_id,Name,Minutes,Rebounds,Turnovers,Points,FtPoints,Fouls,FG2A,Fg2Pct,FG3A,Fg3Pct,Assists,outcome,is_home,opponent_rate
0022100621,2022-01-12,1610612737,1610612748,91,115,99,99,ATL,MIA,Regular Season,2021-22,1610612748,Tyler Herro,35.65,9,2,21,2,1,13,0.6153846153846154,6,0.16666666666666666,11,1,0,0.524390243902439
0022100687,2022-01-21,1610612737,1610612748,110,108,91,92,ATL,MIA,Regular Season,2021-22,1610612737,,,,,,,,,,,,,0,0,0.524390243902439
0022100762,2022-01-31,1610612738,1610612748,122,92,97,96,BOS,MIA,Regular Season,2021-22,1610612738,Tyler Herro,29.4833333333333,2,1,13,1,1,10,0.3,8,0.25,3,0,0,0.6219512195121951
0022100784,2022-02-01,1610612761,1610612748,110,106,91,92,TOR,MIA,Regular Season,2021-22,1610612761,Tyler Herro,28.6666666666667,3,3,18,2,5,7,0.7142857142857143,5,0.4,5,0,0,0.5853658536585366
0022100811,2022-02-07,1610612764,1610612748,100,121,98,99,WAS,MIA,Regular Season,2021-22,1610612748,,,,,,,,,,,,,1,0,0.4268292682926829
0022100797,2022-02-05,1610612766,1610612748,86,104,98,99,CHA,MIA,Regular Season,2021-22,1610612748,Tyler Herro,29.1333333333333,4,3,19,,1,5,0.4,8,0.625,2,1,0,0.524390243902439
0022100833,2022-02-10,1610612740,1610612748,97,112,92,94,NOP,MIA,Regular Season,2021-22,1610612748,,,,,,,,,,,,,1,0,0.43902439024390244
0022100885,2022-02-17,1610612766,1610612748,107,111,108,108,CHA,MIA,Regular Season,2021-22,1610612748,,,,,,,,,,,,,1,0,0.524390243902439
0021900880,2020-02-28,1610612748,1610612742,126,118,96,96,MIA,DAL,Regular Season,2019-20,1610612748,,,,,,,,,,,,,1,1,0.5733333333333334
0021900889,2020-02-29,1610612748,1610612751,116,113,96,95,MIA,BKN,Regular Season,2019-20,1610612748,,,,,,,,,,,,,1,1,0.4861111111111111
0021900906,2020-03-02,1610612748,1610612749,105,89,98,97,MIA,MIL,Regular Season,2019-20,1610612748,,,,,,,,,,,,,1,1,0.7671232876712328
0021900919,2020-03-04,1610612748,1610612753,116,113,92,93,MIA,ORL,Regular Season,2019-20,1610612748,,,,,,,,,,,,,1,1,0.4520547945205479
0021900970,2020-03-11,1610612748,1610612766,98,109,91,92,MIA,CHA,Regular Season,2019-20,1610612766,Tyler Herro,7.3,1,,2,,1,2,0.5,1,,,0,1,0.35384615384615387
0021901250,2020-08-03,1610612748,1610612761,103,107,98,98,MIA,TOR,Regular Season,2019-20,1610612761,Tyler Herro,25.4333333333333,5,1,12,,2,6,0.5,5,0.4,3,0,1,0.7361111111111112
0021901260,2020-08-04,1610612748,1610612738,112,106,94,95,MIA,BOS,Regular Season,2019-20,1610612748,Tyler Herro,21.95,3,1,11,,1,3,0.3333333333333333,7,0.42857142857142855,3,1,1,0.6666666666666666
0021901283,2020-08-08,1610612748,1610612756,112,119,101,99,MIA,PHX,Regular Season,2019-20,1610612756,Tyler Herro,35.9166666666667,8,2,25,4,2,12,0.75,4,0.25,10,0,1,0.4657534246575342
0021901295,2020-08-10,1610612748,1610612754,114,92,101,102,MIA,IND,Regular Season,2019-20,1610612748,Tyler Herro,25.25,5,1,17,,4,5,0.8,6,0.5,2,1,1,0.6164383561643836
0021900007,2019-10-23,1610612748,1610612763,120,101,113,113,MIA,MEM,Regular Season,2019-20,1610612748,Tyler Herro,33.9,8,1,14,1,2,12,0.4166666666666667,2,0.5,1,1,1,0.4657534246575342
0021900052,2019-10-29,1610612748,1610612737,112,97,103,104,MIA,ATL,Regular Season,2019-20,1610612748,Tyler Herro,29.1166666666667,7,2,29,12,,5,0.8,4,0.75,2,1,1,0.29850746268656714
0021900086,2019-11-03,1610612748,1610612745,129,100,108,108,MIA,HOU,Regular Season,2019-20,1610612748,Tyler Herro,34.6333333333333,7,1,12,4,1,5,0.2,5,0.4,7,1,1,0.6111111111111112
0021900148,2019-11-12,1610612748,1610612765,117,108,97,97,MIA,DET,Regular Season,2019-20,1610612748,,,,,,,,,,,,,1,1,0.30303030303030304
